3,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beautiful People (feat. Khalid),Ed Sheeran,,,,,,,,,,,,28229149.0,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goodbyes (Feat. Young Thug),Post Malone,,,,,,,,,,,,27716031.0,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I Don't Care (with Justin Bieber),Ed Sheeran,,,,,,,,,,,,27692708.0,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Old Town Road - Remix,Lil Nas X,,,,,,,,,,,,23053809.0,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bad guy,Billie Eilish,,,,,,,,,,,,22780278.0,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,How Do You Sleep?,Sam Smith,,,,,,,,,,,,22140829.0,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Callaita,Bad Bunny,,,,,,,,,,,,21306049.0,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ransom,Lil Tecca,,,,,,,,,,,,21047096.0,https://open.spotify.com/track/1kBbgxAUc4HQv7cgIayIDH,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Otro Trago - Remix,Sech,,,,,,,,,,,,20076277.0,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,,,,,,,,,,,,18334846.0,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Someone You Loved,Lewis Capaldi,,,,,,,,,,,,17998470.0,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Money In The Grave (Drake ft. Rick Ross),Drake,,,,,,,,,,,,16587686.0,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Panini,Lil Nas X,,,,,,,,,,,,16560297.0,https://open.spotify.com/track/6fTt0CH2t0mdeB2N9XFG5r,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Truth Hurts,Lizzo,,,,,,,,,,,,16286337.0,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,,,,,,,,,,,,16139368.0,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA CANCIÓN,J Balvin,,,,,,,,,,,,15907445.0,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bad guy (with Justin Bieber),Billie Eilish,,,,,,,,,,,,15879033.0,https://open.spotify.com/track/3yNZ5r3LKfdmjoS3gkhUCT,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lalala,Y2K,,,,,,,,,,,,15710444.0,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soltera - Remix,Lunay,,,,,,,,,,,,15333342.0,https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Piece Of Your Heart,MEDUZA,,,,,,,,,,,,15263596.0,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Con Calma,Daddy Yankee,,,,,,,,,,,,14397908.0,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Me Conoce - Remix,Jhay Cortez,,,,,,,,,,,,14182048.0,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antisocial (with Travis Scott),Ed Sheeran,,,,,,,,,,,,13882802.0,https://open.spotify.com/track/1DhRbox3xkceP64k3JeYfW,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Otro Trago,Sech,,,,,,,,,,,,13230277.0,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,If I Can't Have You,Shawn Mendes,,,,,,,,,,,,13101219.0,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Guidance (feat. Drake),Chris Brown,,,,,,,,,,,,12906809.0,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QUE PRETENDES,J Balvin,,,,,,,,,,,,12817142.0,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Takeaway (feat. Lennon Stella),The Chainsmokers,,,,,,,,,,,,12667051.0,https://open.spotify.com/track/6wo37KVqFJhtuxPTpLCcfe,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It's You,Ali Gatie,,,,,,,,,,,,12319301.0,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,You Need To Calm Down,Taylor Swift,,,,,,,,,,,,11949130.0,https://open.spotify.com/track/29fRTIKsJhLUJoldM89GZS,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Archer,Taylor Swift,,,,,,,,,,,,11581987.0,https://open.spotify.com/track/3Y7MHz19qCg1Pkxridtu1k,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Never Really Over,Katy Perry,,,,,,,,,,,,11555050.0,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11 PM,Maluma,,,,,,,,,,,,11497445.0,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,,,,,,,,,,,,11495853.0,https://open.spotify.com/track/40OMBMYRk5IQL6xCzGM0JA,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 rings,Ariana Grande,,,,,,,,,,,,11040605.0,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,One Thing Right,Marshmello,,,,,,,,,,,,10948858.0,https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sucker,Jonas Brothers,,,,,,,,,,,,10905882.0,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Higher Love,Kygo,,,,,,,,,,,,10808453.0,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,,,,,,,,,,,,10770922.0,https://open.spotify.com/track/4wuCQX7JvAZLlrcmH4AeZF,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,,,,,,,,,,,,10722605.0,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Call You Mine,The Chainsmokers,,,,,,,,,,,,10575613.0,https://open.spotify.com/track/05CwHjIk71RXVU40boRMnR,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shallow,Lady Gaga,,,,,,,,,,,,10414251.0,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Con Altura,ROSALÍA,,,,,,,,,,,,10406386.0,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The London (feat. J. Cole & Travis Scott),Young Thug,,,,,,,,,,,,10380959.0,https://open.spotify.com/track/7DcvwMAiqKJQD1rrdfxSDx,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Talk (feat. Disclosure),Khalid,,,,,,,,,,,,10192822.0,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Old Town Road (feat. RM of BTS) - Seoul Town Road Remix,Lil Nas X,,,,,,,,,,,,9920697.0,https://open.spotify.com/track/6woeVu3fVMflqen1t4N6pg,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Te Robaré,Nicky Jam,,,,,,,,,,,,9840659.0,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calma - Remix,Pedro Capó,,,,,,,,,,,,9673932.0,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Happier,Marshmello,,,,,,,,,,,,9353603.0,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOS (feat. Aloe Blacc),Avicii,,,,,,,,,,,,9186311.0,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dance Monkey,Tones And I,,,,,,,,,,,,9145550.0,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rescue Me,OneRepublic,,,,,,,,,,,,8822764.0,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wow.,Post Malone,,,,,,,,,,,,8734803.0,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suge,DaBaby,,,,,,,,,,,,8516587.0,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pa Mí - Remix,Dalex,,,,,,,,,,,,8507933.0,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gold Roses (feat. Drake),Rick Ross,,,,,,,,,,,,8489195.0,https://open.spotify.com/track/4aPB8rSxGFISs0o6V2LrTy,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Verte Ir,DJ Luian,,,,,,,,,,,,8447443.0,https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tal Vez,Paulo Londra,,,,,,,,,,,,8294927.0,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,when the party's over,Billie Eilish,,,,,,,,,,,,8214556.0,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lovely (with Khalid),Billie Eilish,,,,,,,,,,,,8200036.0,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dancing With A Stranger (with Normani),Sam Smith,,,,,,,,,,,,7995198.0,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Git Up,Blanco Brown,,,,,,,,,,,,7922819.0,https://open.spotify.com/track/5dW1VZPcFqB4n0P08rGDgm,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hot Shower,Chance the Rapper,,,,,,,,,,,,7831991.0,https://open.spotify.com/track/00ko9WaS4jOX1kEk3gvHjf,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hate Me (with Juice WRLD),Ellie Goulding,,,,,,,,,,,,7734576.0,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good As Hell,Lizzo,,,,,,,,,,,,7700671.0,https://open.spotify.com/track/6uAm7pG66O1XesXS9bpHSF,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Without Me,Halsey,,,,,,,,,,,,7658448.0,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't Call Me Up,Mabel,,,,,,,,,,,,7641729.0,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
