70,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Runaway,Sebastian Yatra,,,,,,,,,,,,7640006.0,https://open.spotify.com/track/7BuSE9uTIw931wtZYzvZcQ,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,,,,,,,,,,,,7559408.0,https://open.spotify.com/track/4MsUsFfWseB9M2plGJyuIw,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ritual,Tiësto,,,,,,,,,,,,7538234.0,https://open.spotify.com/track/3M9Apu4OZfylLTFKvgEtKa,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweet but Psycho,Ava Max,,,,,,,,,,,,7525104.0,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pop Out (feat. Lil Tjay),Polo G,,,,,,,,,,,,7494763.0,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rodeo,Lil Nas X,,,,,,,,,,,,7460877.0,https://open.spotify.com/track/4ak7xjvBeBOcJGWFDX9w5n,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bohemian Rhapsody - 2011 Mix,Queen,,,,,,,,,,,,7447219.0,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Go Loko (feat. Tyga, Jon Z)",YG,,,,,,,,,,,,7437222.0,https://open.spotify.com/track/1kK6DwzyXJSp58u5HYWwuD,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Around The World (La La La),R3HAB,,,,,,,,,,,,7352636.0,https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't Check On Me (feat. Justin Bieber & Ink),Chris Brown,,,,,,,,,,,,7314140.0,https://open.spotify.com/track/7ILEWkpfdK6AjH2D7jppWk,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Nights,Dominic Fike,,,,,,,,,,,,7204332.0,https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bury a friend,Billie Eilish,,,,,,,,,,,,7194464.0,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rockstar (feat. 21 Savage),Post Malone,,,,,,,,,,,,7183382.0,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post Malone (feat. RANI),Sam Feldt,,,,,,,,,,,,7175720.0,https://open.spotify.com/track/0qc4QlcCxVTGyShurEv1UU,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastside (with Halsey & Khalid),benny blanco,,,,,,,,,,,,7125425.0,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Remember The Name (feat. Eminem & 50 Cent),Ed Sheeran,,,,,,,,,,,,7009648.0,https://open.spotify.com/track/0AtP8EkGPn6SwxKDaUuXec,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mad Love,Mabel,,,,,,,,,,,,6968362.0,https://open.spotify.com/track/79JBjIq90BrQ8Ws0pUhlzD,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shape of You,Ed Sheeran,,,,,,,,,,,,6959019.0,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I.F.L.Y.,Bazzi,,,,,,,,,,,,6955648.0,https://open.spotify.com/track/4R9ATNRRl1uth17i5qDCc0,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HP,Maluma,,,,,,,,,,,,6944065.0,https://open.spotify.com/track/1LIqNVhaIgxXUt2eVoIQJ3,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cuaderno,Dalex,,,,,,,,,,,,6943848.0,https://open.spotify.com/track/7anSoGdgtmJTAPZBzcPhO6,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"thank u, next",Ariana Grande,,,,,,,,,,,,6892692.0,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easier,5 Seconds of Summer,,,,,,,,,,,,6794966.0,https://open.spotify.com/track/4tNXntkAzQ5A2dfYRYGIIQ,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High Hopes,Panic! At The Disco,,,,,,,,,,,,6764199.0,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boy With Luv (feat. Halsey),BTS,,,,,,,,,,,,6720804.0,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Time - Edit,NF,,,,,,,,,,,,6720164.0,https://open.spotify.com/track/1gZFRYcPz3wKevEaNYRwfW,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Believer,Imagine Dragons,,,,,,,,,,,,6717874.0,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i love you,Billie Eilish,,,,,,,,,,,,6642426.0,https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Better Now,Post Malone,,,,,,,,,,,,6605380.0,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Find U Again (feat. Camila Cabello),Mark Ronson,,,,,,,,,,,,6497931.0,https://open.spotify.com/track/5Uw7Dut2lZfexn3Y09swpf,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EARFQUAKE,"Tyler, The Creator",,,,,,,,,,,,6402096.0,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rebota - Remix,Guaynaa,,,,,,,,,,,,6376731.0,https://open.spotify.com/track/3dWpRjCmaHbroNahuSeX11,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Si Supieras,Daddy Yankee,,,,,,,,,,,,6329611.0,https://open.spotify.com/track/7MRU4vOkywuhZ9kbFiPuiu,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,,,,,,,,,,,,6328802.0,https://open.spotify.com/track/0KoiMHhqKLoL4xM54rcWYY,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Girls Like You (feat. Cardi B),Maroon 5,,,,,,,,,,,,6319933.0,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shotta Flow (Feat. Blueface) [Remix],NLE Choppa,,,,,,,,,,,,6225016.0,https://open.spotify.com/track/67XyC1GdSkKb9sbRRkUDXS,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Let Me Down Slowly,Alec Benjamin,,,,,,,,,,,,6216641.0,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,On A Roll,Ashley O,,,,,,,,,,,,6178610.0,https://open.spotify.com/track/56JyMaElW79S7TDWh1Zw1m,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bellacoso,Residente,,,,,,,,,,,,6169627.0,https://open.spotify.com/track/1kMUGCt7XLDc5Q64Vl0H8S,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i'm so tired...,Lauv,,,,,,,,,,,,6131779.0,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIDDLE CHILD,J. Cole,,,,,,,,,,,,6049814.0,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comethru,Jeremy Zucker,,,,,,,,,,,,6040634.0,https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Old Town Road,Lil Nas X,,,,,,,,,,,,6014526.0,https://open.spotify.com/track/0F7FA14euOIX8KcbEturGH,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Instagram,Dimitri Vegas & Like Mike,,,,,,,,,,,,5981381.0,https://open.spotify.com/track/0U6bQIAh6MCGo1xjbIIx2S,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICKO MODE,Travis Scott,,,,,,,,,,,,5969159.0,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Que Mas Pues - Remix,Sech,,,,,,,,,,,,5937052.0,https://open.spotify.com/track/7fODjB7BrQTGqh0hogW6XD,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Youngblood,5 Seconds of Summer,,,,,,,,,,,,5900151.0,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Contra La Pared,Sean Paul,,,,,,,,,,,,5874591.0,https://open.spotify.com/track/37eGbhE1xVFSvcKkqGb6i1,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I Think I'm OKAY (with YUNGBLUD & Travis Barker),Machine Gun Kelly,,,,,,,,,,,,5870095.0,https://open.spotify.com/track/2gTdDMpNxIRFSiu7HutMCg,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Better,Khalid,,,,,,,,,,,,5863441.0,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Here With Me,Marshmello,,,,,,,,,,,,5801885.0,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perfect,Ed Sheeran,,,,,,,,,,,,5770294.0,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lucid Dreams,Juice WRLD,,,,,,,,,,,,5766429.0,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,,,,,,,,,,,,5707779.0,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Si Se Da,Myke Towers,,,,,,,,,,,,5703517.0,https://open.spotify.com/track/5KbBGUpIZd6gVFUU8tqYiQ,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIA (feat. Drake),Bad Bunny,,,,,,,,,,,,5677653.0,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"break up with your girlfriend, i'm bored",Ariana Grande,,,,,,,,,,,,5655961.0,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In My Mind,Dynoro,,,,,,,,,,,,5624781.0,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Going Bad (feat. Drake),Meek Mill,,,,,,,,,,,,5610815.0,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Take Me Back to London (feat. Stormzy),Ed Sheeran,,,,,,,,,,,,5544248.0,https://open.spotify.com/track/1AI7UPw3fgwAFkvAlZWhE0,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAD!,XXXTENTACION,,,,,,,,,,,,5537192.0,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heaven,Avicii,,,,,,,,,,,,5487016.0,https://open.spotify.com/track/0vrmHPfoBadXVr2n0m1aqZ,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,On My Way,Alan Walker,,,,,,,,,,,,5484105.0,https://open.spotify.com/track/4n7jnSxVLd8QioibtTDBDq,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only Human,Jonas Brothers,,,,,,,,,,,,5464153.0,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Be Alright,Dean Lewis,,,,,,,,,,,,5451481.0,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baby,Quality Control,,,,,,,,,,,,5428317.0,https://open.spotify.com/track/2nKYHpmwjLaEOXS3o7QMiz,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,,,,,Global,2019-08-02,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't Stop Me Now - 2011 Mix,Queen,,,,,,,,,,,,5422609.0,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
